part_number,manufacturer,category,description,availability,price,datasheet_url,product_url
63SXV82M,Panasonic,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ アルミ有機ポリマコンデンサ 63VDC 82uF 20% 25mOhm 930mA,798 在庫,¥474.3,https://www.mouser.com/catalog/specsheets/Panasonic_Capacitor OSCON (SXV Series) 090225.pdf,https://www.mouser.jp/ProductDetail/Panasonic/63SXV82M?qs=PBDs2xEllI9f0jg8ZCh%2Ftw%3D%3D
63SXV150M,Panasonic,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ アルミ有機ポリマコンデンサ 63VDC 150uF 20% 25mOhm 1030mA,800 在庫,¥599.8,https://www.mouser.com/catalog/specsheets/Panasonic_Capacitor OSCON (SXV Series) 090225.pdf,https://www.mouser.jp/ProductDetail/Panasonic/63SXV150M?qs=PBDs2xEllI9WDicnmIglmg%3D%3D
80SXV56MX,Panasonic,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ アルミ有機ポリマコンデンサ 80VDC 56uF 20% 35mOhm 780mA,800 在庫,¥479.2,https://www.mouser.com/catalog/specsheets/Panasonic_Capacitor OSCON (SXV Series) 090225.pdf,https://www.mouser.jp/ProductDetail/Panasonic/80SXV56MX?qs=PBDs2xEllI8oYEqM54mrKQ%3D%3D
MAL220216222E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 2200uF 400V 20% 50x105mm 85C 10000h,,"¥14,590.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220216222E3?qs=By6Nw2ByBD1joovH0l1dqA%3D%3D
MAL220217102E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 1000uF 450V 20% 50x105mm 85C 10000h,127 在庫,"¥10,485.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220217102E3?qs=By6Nw2ByBD2ZB%2Fbt7cL6fA%3D%3D
400AEW240MEFR18X40,Rubycon,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 400VDC 240uF 20% 18x40,198 在庫,"¥1,025.3",,https://www.mouser.jp/ProductDetail/Rubycon/400AEW240MEFR18X40?qs=6avfeC6zeS40IedThVVP0g%3D%3D
PCA1K470MCL1GS,Nichicon,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 80VDC 47uF 20% AEC-Q200,1200 在庫,¥557.5,https://www.mouser.com/datasheet/3/497/1/e_pca_1.pdf,https://www.mouser.jp/ProductDetail/Nichicon/PCA1K470MCL1GS?qs=yc9RBI4tIAIah%2FR6%2Fxt%252BhA%3D%3D
MAL220212152E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 1500uF 200V 20% 35x60mm 85C 10000h,164 在庫,"¥5,814.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220212152E3?qs=By6Nw2ByBD37KIGJOGEaGw%3D%3D
865080657018,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 220uF 50V 20% SMD/SMT,91766 在庫,¥148.3,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080657018?qs=0KOYDY2FL28CcgHzg1XTuA%3D%3D
865080545012,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 100uF 35V 20% SMD/SMT,593561 在庫,¥57.1,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080545012?qs=0KOYDY2FL297tvB6LOdg5A%3D%3D
B40950A6207M000,TDK,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 200 uF 50 V 10x12.5 SMD,1649 在庫,¥454.8,,https://www.mouser.jp/ProductDetail/TDK/B40950A6207M000?qs=jcD%2FCkGBYePT3SUZ6qySmw%3D%3D
865080663020,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 1000uF 50V 20% SMD/SMT,61850 在庫,¥476,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080663020?qs=0KOYDY2FL28a%252B9ciq6BiMA%3D%3D
865060657012,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLL 220uF 50V 20% SMD/SMT,37789 在庫,¥207,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865060657012?qs=0KOYDY2FL28HhDLlWDQPow%3D%3D
MAL214699107E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 330uF 50V 20%,22934 在庫,¥606.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699107E3?qs=Ep9Lwju7gVqGQFZeQuJIeQ%3D%3D
MAL214699805E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 63V 20%,78768 在庫,¥314.6,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699805E3?qs=Ep9Lwju7gVo8IeaeZkMXmw%3D%3D
MAL212018102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 63V 20% Axial,2030 在庫,"¥2,368.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212018102E3?qs=dl6palF0VAduSfv%252BIMDf8w%3D%3D
B43504A9337M,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 330uF 20% PVC STD 6.3mm Term,3579 在庫,"¥1,890.8",,https://www.mouser.jp/ProductDetail/TDK/B43504A9337M?qs=JVlt8SiEC9Pys%2FwaPSWVgQ%3D%3D
B43510B9108M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 1000uF 20% PVC STD 6.3mm Term,581 在庫,"¥5,615.4",,https://www.mouser.jp/ProductDetail/TDK/B43510B9108M000?qs=qNB1lZllYNqyjdMMsETG0A%3D%3D
MAL214699104E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100uF 50V 20%,42284 在庫,¥337.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699104E3?qs=Ep9Lwju7gVqvyEnQ0FJ4Qg%3D%3D
MAL220215222E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 2200uF 350V 20% 50x105mm 85C 10000h,134 在庫,"¥12,326.1",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220215222E3?qs=By6Nw2ByBD0dfaPwvK6NEg%3D%3D
MAL215097101E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD Very Low Z SMD (Chip) Aluminum Electrolytic Capacitor,108325 在庫,¥308.1,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215097101E3?qs=qmStTZH4TzkwnTxnKiPZ5g%3D%3D
ALH82A820CB550,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 550 Volt 82 uF 105C,563 在庫,"¥1,444.2",https://www.mouser.com/datasheet/3/72/1/KEM_A4119_ALH82.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALH82A820CB550?qs=IPgv5n7u5Qalh9RRsNiQTw%3D%3D
875115652007,Wurth Elektronik,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ WCAP-PSHP 35V 100uF 20% ESR=30mOhms,16406 在庫,¥479.2,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/875115652007?qs=qpJ%252B%252B%252Bdg6p0icXSGNvkjuQ%3D%3D
MAL215099103E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220uF 50V 20%,115483 在庫,¥435.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215099103E3?qs=9y2YoPkPyvaNNuuD%252BAyF3g%3D%3D
MAL220212222E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 2200uF 200V 20% 35x105mm 85C 10000h,257 在庫,"¥6,961.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220212222E3?qs=By6Nw2ByBD3w4vuL8KZHnA%3D%3D
MAL214658221E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 220uF 63V 12.5x20mm 125C 3000h,918 在庫,¥480.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214658221E3?qs=oD%252BgjdMRx%252BXnrn2EiBUpTg%3D%3D
REA1626330M450B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 450V 33uF 1626 330mA,1498 在庫,¥316.2,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1626330M450B?qs=Y0Uzf4wQF3m5qJWL79THaQ%3D%3D
REA1832680M450B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 450V 68uF 1832 500mA,1108 在庫,¥547.7,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1832680M450B?qs=Y0Uzf4wQF3kNQWpw%2FH%252BR4w%3D%3D
MAL225953221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 250V 20% 105C 3000H 22x30mm,1563 在庫,¥979.6,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225953221E3?qs=r5DSvlrkXmICmqlC7bmYeg%3D%3D
MAL204311221E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 85C,823 在庫,"¥1,369.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL204311221E3?qs=G99oyVYclWVkV6ihJ7LmIw%3D%3D
MAL213656221E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 220uF 25V 20% 10 x 12,1047 在庫,¥280.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213656221E3?qs=aJI9t0tCUiUpfPuD9yYdPw%3D%3D
GWC1V331MCO1GS,Nichicon,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 35VDC 330uF 20% AEC-Q200,654 在庫,¥355.3,https://www.mouser.com/datasheet/3/497/1/e_gwc.pdf,https://www.mouser.jp/ProductDetail/Nichicon/GWC1V331MCO1GS?qs=CoAU%2FpHVZXz3mkg9Ioc%2Fkw%3D%3D
REA1020331M050K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1197 在庫,¥150,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020331M050K?qs=Y0Uzf4wQF3m03Aa9rp6SMA%3D%3D
REA1020680M100K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥112.5,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020680M100K?qs=Y0Uzf4wQF3kLJerWkAuduw%3D%3D
REA1632470M400B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 400V 47uF 1632 330mA,1518 在庫,¥358.6,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1632470M400B?qs=Y0Uzf4wQF3mnL9kSmcQk0g%3D%3D
ALS32A822N5R350,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 350V 8200uF 20% 85C 20000Hrs,53 在庫,"¥17,793.1",https://www.mouser.com/datasheet/3/72/1/ALS32A822N5R350.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS32A822N5R350?qs=9dva729kc%252BgXqSpbg9gx4A%3D%3D
MAL220212682E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 6800uF 200V 20% 50x105mm 85C 10000h,140 在庫,"¥12,321.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL220212682E3?qs=By6Nw2ByBD1bC%2FeesnJ8lA%3D%3D
MAL203035151E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 85C,1765 在庫,¥401,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203035151E3?qs=4T%252B5yYZyZYeEbVoNvTMmKg%3D%3D
1589,Adafruit,Adafruitアクセサリ,Adafruitアクセサリ 4700uF Electrolytic Capacitor 10v,21 在庫,¥317.9,,https://www.mouser.jp/ProductDetail/Adafruit/1589?qs=GURawfaeGuBeVYr4DYEZ%252BQ%3D%3D
MAL215097001E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220UF 35V 105C 3000H,43651 在庫,¥386.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215097001E3?qs=qmStTZH4TznrazWVrwNWmA%3D%3D
GYG1E391MCQ1GS,Nichicon,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 25VDC 390uF 20% AEC-Q200,834 在庫,¥265.7,https://www.mouser.com/datasheet/3/497/1/e_gyg_1.pdf,https://www.mouser.jp/ProductDetail/Nichicon/GYG1E391MCQ1GS?qs=CoAU%2FpHVZXwyiVXIdAVm8Q%3D%3D
MAL205148103E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10000 F 63V 40x40mm 85 C 12000h,180 在庫,"¥4,436.9",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205148103E3?qs=r0NmvwWPm2z6qW2pz31g%252BA%3D%3D
MAL225966471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 400V 20% 105C 3000H 35x35mm,675 在庫,"¥2,754.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225966471E3?qs=r5DSvlrkXmJ9zh5giZ1tYQ%3D%3D
MAL225967221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 450V 20% 105C 3000H 30x35mm,613 在庫,"¥1,411.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225967221E3?qs=r5DSvlrkXmIw4MrFx9HaNw%3D%3D
MAL225957101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 450V 20% 105C 3000H 22x30mm,862 在庫,"¥1,344.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225957101E3?qs=r5DSvlrkXmKYqS%2FXiJVE%2Fg%3D%3D
ALS33A562N5R450,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 450V 5600uF 20% 85C 20000Hrs,193 在庫,"¥10,888.4",https://www.mouser.com/datasheet/3/72/1/KEM_A4032_ALS32_33.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS33A562N5R450?qs=Ces2wY188b3dFTJaSUG%252BhA%3D%3D
MAL215296475E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 4.7uF 400V 10x12mm 105C 3000h,2270 在庫,¥254.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215296475E3?qs=qmStTZH4TzmNVgVqeo9B3w%3D%3D
MAL219357331E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 330uF 450V 35x35,632 在庫,"¥2,570.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL219357331E3?qs=GedFDFLaBXFYlJIVG%252BoTvA%3D%3D
MAL214099812E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220UF    63V    20%,1400 在庫,¥577,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214099812E3?qs=Ep9Lwju7gVrQmmz0RR3VBQ%3D%3D
RPA0608561M006B,KYOCERA AVX,アルミ有機ポリマコンデンサ,アルミ有機ポリマコンデンサ 6V 560uF 0608 ESR=15 mOhms,10646 在庫,¥110.8,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/RPA0608561M006B?qs=Y0Uzf4wQF3ldofhHn3mlaA%3D%3D
B43505C9227M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 220uF 20% PVC STD 6.3mm Term,228 在庫,"¥2,189.1",https://www.mouser.com/catalog/specsheets/tdk_B41505__B43505.pdf,https://www.mouser.jp/ProductDetail/TDK/B43505C9227M000?qs=brqxNzf12%252BLlWe8Di8Njsg%3D%3D
MAL224699708E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220uF 80V 16x16x16mm 125C 2500h,225 在庫,¥798.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL224699708E3?qs=cQ%252BZosJmp0Pox6pyC3Ig6A%3D%3D
MAL215097904E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 33UF 100V 105C 3000H,23340 在庫,¥386.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215097904E3?qs=LPi%252B6n6Uj5NKbv7W8MBx6Q%3D%3D
REA1020100M400K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥112.5,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020100M400K?qs=Y0Uzf4wQF3lrGHOG3neisg%3D%3D
REA1020390M160K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥102.7,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020390M160K?qs=Y0Uzf4wQF3nFUPMTZPIJMQ%3D%3D
MAL225923122E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 1200uF 250V 20% 105C 3000H 35x40mm,550 在庫,"¥2,705.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225923122E3?qs=r5DSvlrkXmK8j0G1ngToOA%3D%3D
MAL225957331E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 330uF 450V 20% 105C 3000H 30x45mm,655 在庫,"¥2,725.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225957331E3?qs=r5DSvlrkXmIFXl6%252BB%252B7zpA%3D%3D
MAL205058682E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 6800UF 63V,92 在庫,"¥4,267.3",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205058682E3?qs=G99oyVYclWUCyFFDqXmbHg%3D%3D
B43612A5228M050,TDK,アルミニウム電解キャパシタ - スナップイン,"アルミニウム電解キャパシタ - スナップイン 450V, 2200uF (M), d45x90",17 在庫,"¥7,348",,https://www.mouser.jp/ProductDetail/TDK/B43612A5228M050?qs=Imq1NPwxi761dmIQsCMK8A%3D%3D
ALS30A472NT500,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 500volts 4700uF 85 deg C Screw Term,28 在庫,"¥22,883.6",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS30A472NT500?qs=P8MLx3uqQOh2a1JbgKCJqw%3D%3D
MAL214268222E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 2200 F 63V 18x40mm 105 C 2500h,866 在庫,¥947,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214268222E3?qs=Ep9Lwju7gVqJoPiXXXwWXA%3D%3D
MAL215056682E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 6800uF 25V 20%,743 在庫,"¥1,000.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215056682E3?qs=u16ybLDytRbvxR2xdQ5QFw%3D%3D
MAL219366471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 400V 35x40,631 在庫,"¥2,639",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL219366471E3?qs=GedFDFLaBXF1%252BqqAZlR1fQ%3D%3D
MAL215097102E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 220uF 50volts 20%,17485 在庫,¥428.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215097102E3?qs=qmStTZH4TznNa7zgwdGJWg%3D%3D
EDH106M250A9RAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 250V 10uF 20%,3157 在庫,¥150,https://www.mouser.com/datasheet/3/72/1/EDH106M250A9RAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH106M250A9RAA?qs=E9QF1UCAUX55reBJyyPNhA%3D%3D
MAL225977221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 450V 20% 105C 3000H 35x30mm,388 在庫,"¥1,802.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225977221E3?qs=r5DSvlrkXmKLNa4uww8iiw%3D%3D
MAL202114332E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 3300uF 10V 20% Axial,3747 在庫,¥793.8,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202114332E3?qs=h6IvWuaMtA7zZjkdO%2FT6kA%3D%3D
